"","numer_sta","date","pmer","tend","cod_tend","dd","ff","t","td","u","vv","ww","w1","w2","n","nbas","hbas","cl","cm","ch","pres","niv_bar","geop","tend24","tn12","tn24","tx12","tx24","tminsol","sw","tw","raf10","rafper","per","etat_sol","ht_neige","ssfrai","perssfrai","rr1","rr3","rr6","rr12","rr24","phenspe1","phenspe2","phenspe3","phenspe4","nnuage1","ctype1","hnuage1","nnuage2","ctype2","hnuage2","nnuage3","ctype3","hnuage3","nnuage4","ctype4","hnuage4","X"
"29008",7149,20160902180000,"101830","-30","5","320","3.900000","299.850000","285.550000","41","54490","3","2","2","90","3","4000","30","23","12","100800","mq","mq","-370","288.450000","mq","302.150000","mq","mq","mq","mq","6.000000","6.000000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","3","4000","7","0","5500","mq","mq","mq","mq","mq","mq",NA
"29062",7149,20160902210000,"101990","140","1","40","4.600000","293.650000","287.550000","68","30000","2","2","2","90","5","4000","30","23","12","100940","mq","mq","-310","mq","mq","mq","mq","mq","mq","mq","6.700000","7.800000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","5","3","4000","7","0","6000","mq","mq","mq","mq","mq","mq",NA
"29117",7149,2.0160903e+13,"101990","-10","8","340","2.800000","291.650000","286.750000","73","30000","1","2","2","60","0","7000","30","20","11","100930","mq","mq","-300","mq","mq","mq","mq","mq","mq","mq","4.300000","4.300000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","5","0","7000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"29176",7149,20160903030000,"101970","-30","6","350","1.600000","290.450000","286.350000","77","30000","3","2","2","60","1","3000","30","23","11","100900","mq","mq","-280","mq","mq","mq","mq","mq","mq","mq","2.300000","3.400000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","3","3000","5","0","7000","mq","mq","mq","mq","mq","mq",NA
"29234",7149,20160903060000,"102000","30","3","290","1.300000","288.150000","286.350000","89","30000","1","2","2","90","0","8000","30","20","11","100930","mq","mq","-200","287.550000","mq","299.950000","mq","mq","mq","mq","1.700000","2.300000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","7","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"29291",7149,20160903090000,"102050","70","1","290","1.800000","293.850000","287.750000","68","27200","2","2","2","90","0","7000","30","20","11","101000","mq","mq","-120","mq","mq","mq","mq","mq","mq","mq","2.800000","4.500000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","7","0","7000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"29349",7149,20160903120000,"101910","-130","6","250","4.800000","298.450000","288.150000","53","47240","1","1","1","50","1","1250","31","20","11","100870","mq","mq","-100","mq","mq","mq","mq","mq","mq","mq","7.800000","7.800000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","8","1200","4","0","7000","mq","mq","mq","mq","mq","mq",NA
"29409",7149,20160903150000,"101710","-190","8","220","3.300000","301.150000","286.650000","41","39080","3","1","1","60","0","7000","30","20","11","100680","mq","mq","-150","mq","mq","mq","mq","mq","mq","mq","6.500000","7.700000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","5","0","7000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"29466",7149,20160903180000,"101610","-100","6","240","2.400000","298.450000","286.650000","48","52440","2","2","2","75","0","7000","30","20","11","100580","mq","mq","-220","288.150000","mq","301.450000","mq","mq","mq","mq","3.600000","6.700000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","6","0","7000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"29524",7149,20160903210000,"101650","20","2","270","1.800000","293.450000","286.650000","65","44940","2","2","2","90","0","7000","30","20","11","100600","mq","mq","-340","mq","mq","mq","mq","mq","mq","mq","2.400000","3.200000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","7","0","7000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"29580",7149,2.0160904e+13,"101600","-50","6","250","1.500000","292.650000","287.050000","70","30000","2","1","1","90","5","3500","30","23","11","100550","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","3.100000","-10","mq","mq","mq","mq","mq","0.000000","0.000000","mq","mq","mq","mq","mq","mq","5","3","5400","7","0","6300","mq","mq","mq","mq","mq","mq",NA
"29638",7149,20160904030000,"101530","-80","6","280","1.200000","291.650000","286.950000","74","52920","1","2","2","90","7","3800","30","23","mq","100470","mq","mq","-430","mq","mq","mq","mq","mq","mq","mq","1.600000","4.000000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","7","3","3800","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"29695",7149,20160904060000,"101560","30","1","280","1.800000","290.850000","288.450000","86","50000","3","2","2","100","3","2250","35","27","mq","100500","mq","mq","-430","290.750000","mq","298.450000","mq","mq","mq","mq","2.200000","3.700000","-10","1","0.000000","0.000000","-60","0.000000","0.200000","0.200000","0.200000","0.200000","mq","mq","mq","mq","3","6","2400","7","3","4020","mq","mq","mq","mq","mq","mq",NA
"29753",7149,20160904090000,"101610","60","3","250","3.600000","293.850000","289.250000","75","45000","3","2","2","100","7","800","35","27","mq","100560","mq","mq","-440","mq","mq","mq","mq","mq","mq","mq","5.300000","6.600000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.200000","0.200000","0.200000","mq","mq","mq","mq","1","8","620","6","6","1850","6","3","4020","mq","mq","mq",NA
"29811",7149,20160904120000,"101650","40","0","250","5.100000","294.250000","290.650000","80","24000","61","6","2","90","5","800","mq","mq","mq","100600","mq","mq","-270","mq","mq","mq","mq","mq","mq","mq","7.500000","8.900000","-10","1","0.000000","mq","mq","-0.100000","-0.100000","-0.100000","0.200000","0.200000","mq","mq","mq","mq","5","mq","690","5","mq","1230","6","mq","2220","mq","9","mq",NA
"29869",7149,20160904150000,"101740","90","3","280","6.000000","294.150000","291.750000","86","50000","3","2","2","100","3","450","38","27","mq","100690","mq","mq","10","mq","mq","mq","mq","mq","mq","mq","10.100000","10.100000","-10","1","0.000000","0.000000","-30","0.000000","1.200000","1.200000","1.400000","1.400000","mq","mq","mq","mq","2","8","530","3","6","1090","7","3","3990","mq","mq","mq",NA
"29925",7149,20160904180000,"101810","70","3","310","2.000000","292.650000","290.050000","85","39850","60","6","2","100","1","800","38","27","mq","100760","mq","mq","180","290.850000","mq","294.950000","mq","mq","mq","mq","2.700000","4.400000","-10","0","0.000000","0.000000","-60","-0.100000","-0.100000","1.200000","1.200000","1.400000","mq","mq","mq","mq","1","8","850","1","6","2000","1","3","2600","7","4","3200",NA
"29981",7149,20160904210000,"101900","80","2","270","1.800000","291.250000","287.550000","79","48730","3","2","2","100","5","2250","35","22","mq","100840","mq","mq","240","mq","mq","mq","mq","mq","mq","mq","2.500000","3.300000","-10","0","0.000000","0.000000","-30","0.000000","-0.100000","-0.100000","1.200000","1.400000","mq","mq","mq","mq","5","6","2000","5","4","3200","5","4","4500","mq","mq","mq",NA
"30037",7149,2.0160905e+13,"101930","30","1","290","1.500000","290.750000","287.050000","79","30000","60","6","2","100","7","1750","35","mq","mq","100870","mq","mq","320","mq","mq","mq","mq","mq","mq","mq","2.800000","3.300000","-10","1","0.000000","0.000000","-60","-0.100000","-0.100000","-0.100000","1.200000","1.400000","mq","mq","mq","mq","7","6","1800","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"30092",7149,20160905030000,"102010","70","1","260","1.000000","289.350000","287.750000","90","11600","60","6","2","100","7","1250","35","20","mq","100940","mq","mq","470","mq","mq","mq","mq","mq","mq","mq","1.200000","3.100000","-10","1","0.000000","0.000000","-30","0.400000","0.600000","0.600000","0.600000","2.000000","mq","mq","mq","mq","3","6","1400","7","6","2400","mq","mq","mq","mq","mq","mq",NA
"30148",7149,20160905060000,"102130","120","3","360","1.500000","288.750000","286.450000","86","3500","61","6","2","100","8","450","35","mq","mq","101060","mq","mq","560","288.750000","mq","292.850000","mq","mq","mq","mq","1.800000","5.000000","-10","1","0.000000","0.000000","-60","-0.100000","0.200000","0.800000","0.800000","2.000000","mq","mq","mq","mq","1","6","500","8","6","750","mq","mq","mq","mq","mq","mq",NA
"30206",7149,20160905090000,"102210","80","2","180","2.100000","288.650000","288.050000","96","5510","50","6","5","100","7","150","37","mq","mq","101140","mq","mq","580","mq","mq","mq","mq","mq","mq","mq","3.500000","3.500000","-10","1","0.000000","0.000000","-30","0.400000","2.000000","2.200000","2.800000","4.000000","mq","mq","mq","mq","6","7","120","7","6","470","mq","mq","mq","mq","mq","mq",NA
"30263",7149,20160905120000,"102260","50","2","190","2.000000","290.050000","289.550000","97","4500","51","5","5","100","8","150","37","mq","mq","101190","mq","mq","590","mq","mq","mq","mq","mq","mq","mq","3.400000","5.000000","-10","1","0.000000","0.000000","-60","0.200000","0.400000","2.400000","3.200000","4.400000","mq","mq","mq","mq","8","7","140","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"30320",7149,20160905150000,"102230","-20","8","140","2.000000","292.150000","291.450000","96","9000","20","5","2","100","8","150","37","mq","mq","101170","mq","mq","480","mq","mq","mq","mq","mq","mq","mq","3.000000","3.300000","-10","1","0.000000","0.000000","-30","-0.100000","0.200000","0.600000","2.800000","3.400000","mq","mq","mq","mq","4","7","130","8","7","180","mq","mq","mq","mq","mq","mq",NA
"30379",7149,20160905180000,"102250","20","3","100","1.300000","292.750000","292.250000","97","7060","20","5","2","100","8","150","37","mq","mq","101190","mq","mq","430","287.950000","mq","292.850000","mq","mq","mq","mq","1.800000","2.500000","-10","1","0.000000","0.000000","-60","0.200000","0.200000","0.400000","2.800000","3.600000","mq","mq","mq","mq","5","7","150","7","7","300","mq","mq","mq","mq","mq","mq",NA
"30437",7149,20160905210000,"102410","160","1","340","0.700000","292.350000","290.150000","87","40100","1","2","2","90","7","800","35","mq","mq","101350","mq","mq","510","mq","mq","mq","mq","mq","mq","mq","1.600000","3.800000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.200000","0.800000","3.600000","mq","mq","mq","mq","2","6","660","7","6","1550","mq","mq","mq","mq","mq","mq",NA
"30495",7149,2.0160906e+13,"102450","40","1","330","0.900000","291.850000","289.950000","89","19990","0","2","2","90","3","450","mq","mq","mq","101390","mq","mq","520","mq","mq","mq","mq","mq","mq","mq","1.100000","2.300000","-10","1","0.000000","mq","mq","0.000000","0.000000","0.000000","0.400000","3.600000","mq","mq","mq","mq","2","mq","480","3","mq","720","7","mq","1680","mq","mq","mq",NA
"30553",7149,20160906030000,"102450","0","5","300","1.200000","291.750000","290.750000","94","20000","3","2","2","90","7","450","38","mq","mq","101390","mq","mq","450","mq","mq","mq","mq","mq","mq","mq","1.500000","1.500000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.200000","3.000000","mq","mq","mq","mq","4","8","340","7","6","450","mq","mq","mq","mq","mq","mq",NA
"30611",7149,20160906060000,"102500","50","3","0","0.000000","292.050000","291.050000","94","15490","1","2","2","90","7","450","38","mq","mq","101440","mq","mq","380","291.250000","mq","293.050000","mq","mq","mq","mq","0.000000","1.300000","-10","1","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","2.800000","mq","mq","mq","mq","1","7","300","7","6","480","mq","mq","mq","mq","mq","mq",NA
"30670",7149,20160906090000,"102550","50","1","270","1.300000","293.450000","290.650000","84","19690","3","2","2","90","7","450","35","mq","mq","101490","mq","mq","350","mq","mq","mq","mq","mq","mq","mq","2.100000","3.100000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.800000","mq","mq","mq","mq","7","6","390","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"30728",7149,20160906120000,"102480","-60","8","10","0.900000","294.850000","290.850000","78","20000","1","2","2","90","7","450","35","mq","mq","101430","mq","mq","240","mq","mq","mq","mq","mq","mq","mq","1.800000","2.600000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.400000","mq","mq","mq","mq","7","6","570","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"30787",7149,20160906150000,"102400","-80","8","20","0.900000","295.750000","291.550000","77","22680","1","2","2","90","7","800","35","mq","mq","101350","mq","mq","180","mq","mq","mq","mq","mq","mq","mq","2.000000","3.000000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","4","6","780","7","6","900","mq","mq","mq","mq","mq","mq",NA
"30846",7149,20160906180000,"102300","-100","6","60","2.900000","294.850000","291.250000","80","25000","1","1","1","25","2","1250","35","20","10","101250","mq","mq","60","292.050000","mq","296.050000","mq","mq","mq","mq","3.700000","4.100000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","2","6","1000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"30900",7149,20160906210000,"102290","-20","8","30","3.000000","291.750000","290.550000","93","25000","2","0","0","0","0","mq","30","20","10","101230","mq","mq","-120","mq","mq","mq","mq","mq","mq","mq","5.000000","5.200000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"30958",7149,2.0160907e+13,"102160","-140","8","40","1.800000","290.450000","289.950000","97","12000","2","0","0","0","0","mq","30","20","10","101090","mq","mq","-300","mq","mq","mq","mq","mq","mq","mq","2.300000","2.800000","-10","0","0.000000","0.000000","-60","0.200000","0.200000","0.200000","0.200000","0.200000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"31016",7149,20160907030000,"102070","-90","8","30","1.400000","288.750000","286.750000","88","15630","2","0","0","0","0","mq","30","20","10","101000","mq","mq","-390","mq","mq","mq","mq","mq","mq","mq","1.700000","2.100000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.200000","0.200000","0.200000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
